Plant_ID,Alias,Alias_Type,Normalized_Alias
Oenothera lindheimeri,Oenothera lindheimeri,scientific,oenothera lindheimeri
Oenothera lindheimeri,Pink Gaura,common_name,pink gaura
Oenothera macrocarpa,Oenothera macrocarpa,scientific,oenothera macrocarpa
Oenothera macrocarpa,Missouri Primrose,common_name,missouri primrose
Oenothera macrocarpa,Fluttermills,common_name,fluttermills
Oenothera speciosa,Oenothera speciosa,scientific,oenothera speciosa
Oenothera speciosa,Pink Evening Primrose,common_name,pink evening primrose
Oenothera speciosa,Showy Evening Primrose,common_name,showy evening primrose
Oenothera speciosa,Mexican Evening Primrose,common_name,mexican evening primrose
Oenothera speciosa,Showy Primrose,common_name,showy primrose
Oenothera speciosa,Pink Ladies,common_name,pink ladies
Oenothera speciosa,Buttercups,common_name,buttercups
Oenothera speciosa,Pink Buttercups,common_name,pink buttercups
Onosmodium bejariense var. bejariense,Onosmodium bejariense var. bejariense,scientific,onosmodium bejariense var bejariense
Onosmodium bejariense var. bejariense,Marbleseed,common_name,marbleseed
